Region,Subregion,Country,State/Province,Project Name,Latitude,Longitude,Location accuracy,Project_phase,Project_scale,Technology Type,Start year,Estimated_start_year,Capacity (MW),Capacity Rating,Estimated_capacity(MWdc),Estimated land area(hectares/MW),Estimated spatial footprint(m²/MW)
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Les Pennes-Mirabeau Confidentiel solar farm I,43.4099,5.309,approximate,Active,Medium,PV,2011,2011,1.5,MWac,1.875,4.21875,46875
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Les Pennes-Mirabeau Confidentiel solar farm II,43.4099,5.309,approximate,Active,Medium,PV,2011,2011,3,MWac,3.75,8.4375,93750
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Les Pennes-Mirabeau Confidentiel solar farm III,43.4099,5.309,approximate,Active,Medium,PV,2016,2016,3.2,MWac,4,9,100000
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Les Plaines solar farm,44.352,5.9913,approximate,Active,Medium,PV,2020,2020,4.4,MWac,5.5,12.375,137500
Europe,Western Europe,France,Pays de la Loire,Les Ponts-de-Cé Confidentiel solar farm,47.4287,-0.5271,approximate,Active,Medium,PV,2019,2019,7.5,MWac,9.375,21.09375,234375
Europe,Western Europe,France,Centre-Val de Loire,Les Redoutieres solar farm,46.4348,1.2991,approximate,Active,Medium,PV,2011,2011,4.4,MWac,5.5,12.375,137500
Europe,Western Europe,France,Centre-Val de Loire,Levroux Confidentiel solar farm,46.9731,1.6393,approximate,Active,Medium,PV,2021,2021,7.2,MWac,9,20.25,225000
Europe,Western Europe,France,Nouvelle-Aquitaine,Lezay privé solar farm,46.2652,-0.0104,approximate,Active,Medium,PV,2012,2012,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Occitanie,Lherm Confidentiel solar farm,43.4298,1.2224,approximate,Active,Medium,PV,2020,2020,8.8,MWac,11,24.75,275000
Europe,Western Europe,France,Occitanie,Lhospitalet Confidentiel solar farm,44.3545,1.4155,approximate,Active,Medium,PV,2011,2011,7.1,MWac,8.875,19.96875,221875
Europe,Western Europe,France,,Lieu Saint Amand carport solar farm,49.9702,2.818,approximate,Upcoming Projects,Medium,PV,0,2022,14,MWac,17.5,39.375,437500
Europe,Western Europe,France,Occitanie,Lignan-sur-Orb Confidentiel solar farm,43.3828,3.1729,approximate,Active,Medium,PV,2021,2021,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Nouvelle-Aquitaine,Ligugé Confidentiel solar farm,46.5202,0.3326,approximate,Active,Medium,PV,2016,2016,5.5,MWac,6.875,15.46875,171875
Europe,Western Europe,France,Nouvelle-Aquitaine,Linxe Confidentiel solar farm,43.9218,-1.2477,approximate,Active,Medium,PV,2022,2022,7.6,MWac,9.5,21.375,237500
Europe,Western Europe,France,Pays de la Loire,Livré-la-Touche Confidentiel solar farm,47.8812,-0.9818,approximate,Active,Medium,PV,2021,2021,4.1,MWac,5.125,11.53125,128125
Europe,Western Europe,France,,Llo Confidentiel solar project,42.4553,2.0618,approximate,Active,Medium,Solar Thermal,0,2012,9.9,MWac,12.375,27.84375,309375
Europe,Western Europe,France,,Llupia Societe Agrivoltaique D'Occitanie 2 solar project,42.6228,2.7703,approximate,Active,Medium,PV,0,2017,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,Occitanie,Llupia solar farm,42.6228,2.7703,approximate,Active,Medium,PV,2021,2021,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Pays de la Loire,Locogen Exploitation solar farm,48.3493,-0.5803,approximate,Active,Medium,PV,2021,2021,4.2,MWac,5.25,11.8125,131250
Europe,Western Europe,France,Nouvelle-Aquitaine,Logisun 1 solar farm,44.5359,-0.2964,approximate,Active,Medium,PV,2021,2021,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Nouvelle-Aquitaine,Lons Confidentiel solar farm,43.3154,-0.4098,approximate,Active,Medium,PV,2013,2013,2.7,MWac,3.375,7.59375,84375
Europe,Western Europe,France,,Loriol-sur-Drôme Confidentiel solar project,44.7518,4.8223,approximate,Active,Medium,PV,2023,2023,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,Nouvelle-Aquitaine,Losse Confidentiel solar farm,44.109,-0.1032,approximate,Active,Medium,PV,2011,2011,7.6,MWac,9.5,21.375,237500
Europe,Western Europe,France,Occitanie,Loubressac Confidentiel solar farm,44.8716,1.8042,approximate,Active,Medium,PV,2021,2021,13.9,MWac,17.375,39.09375,434375
Europe,Western Europe,France,Nouvelle-Aquitaine,Louchats solar farm,44.5125,-0.5669,approximate,Active,Medium,PV,2015,2015,9.4,MWac,11.75,26.4375,293750
Europe,Western Europe,France,Bretagne,Loudéac Confidentiel solar farm,48.1763,-2.7536,approximate,Active,Medium,PV,2021,2021,4,MWac,5,11.25,125000
Europe,Western Europe,France,Occitanie,Loupiac Confidentiel solar farm,43.8283,1.7799,approximate,Active,Medium,PV,2020,2020,4.1,MWac,5.125,11.53125,128125
Europe,Western Europe,France,Nouvelle-Aquitaine,Louzy privé solar farm,47.0115,-0.1861,approximate,Active,Medium,PV,2014,2014,8,MWac,10,22.5,250000
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Loyettes solar farm,45.7739,5.2054,approximate,Active,Medium,PV,2021,2021,3.9,MWac,4.875,10.96875,121875
Europe,Western Europe,France,Nouvelle-Aquitaine,Lubersac solar farm,45.4457,1.404,approximate,Active,Medium,PV,2022,2022,3.5,MWac,4.375,9.84375,109375
Europe,Western Europe,France,Occitanie,Luc-sur-Aude Confidentiel solar farm,42.9589,2.2699,approximate,Active,Medium,PV,2022,2022,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,,Lussav01 - Adp 01 De La Centrale Solaire PV De Lussagnet solar project,43.7753,-0.2342,approximate,Active,Medium,PV,2023,2023,5.9,MWac,7.375,16.59375,184375
Europe,Western Europe,France,Nouvelle-Aquitaine,Luxey Confidentiel solar farm,44.264,-0.5209,approximate,Active,Medium,PV,2014,2014,6.8,MWac,8.5,19.125,212500
Europe,Western Europe,France,,Lx23 solar project,46.0722,2.0892,approximate,Active,Medium,PV,0,2017,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,,Lécussan Confidentiel solar project,43.1609,0.5014,approximate,Active,Medium,PV,2022,2022,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Nouvelle-Aquitaine,Lépaud Confidentiel solar farm,46.239,2.3869,approximate,Active,Medium,PV,2021,2021,12.6,MWac,15.75,35.4375,393750
Europe,Western Europe,France,Nouvelle-Aquitaine,Lüe Confidentiel solar farm I,44.2307,-0.9851,approximate,Active,Medium,PV,2012,2012,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,Nouvelle-Aquitaine,Lüe Confidentiel solar farm IV,44.2307,-0.9851,approximate,Active,Medium,PV,2014,2014,6.9,MWac,8.625,19.40625,215625
Europe,Western Europe,France,Nouvelle-Aquitaine,Lüe Confidentiel solar farm V,44.2307,-0.9851,approximate,Active,Medium,PV,2016,2016,4.3,MWac,5.375,12.09375,134375
Europe,Western Europe,France,Nouvelle-Aquitaine,Lüe Confidentiel solar farm VI,44.2307,-0.9851,approximate,Active,Medium,PV,2018,2018,4.3,MWac,5.375,12.09375,134375
Europe,Western Europe,France,Occitanie,MINT solar farm,43.6045,1.4442,approximate,Active,Medium,PV,2018,2018,1.3,MWac,1.625,3.65625,40625
Europe,Western Europe,France,Occitanie,MN81 solar farm,43.774,2.1036,approximate,Active,Medium,PV,2022,2022,6.5,MWac,8.125,18.28125,203125
Europe,Western Europe,France,Pays de la Loire,Machecoul-Saint-Même Confidentiel solar farm,47.0059,-1.8082,approximate,Active,Medium,PV,2018,2018,3,MWac,3.75,8.4375,93750
Europe,Western Europe,France,Nouvelle-Aquitaine,Magescq Confidentiel solar farm,43.7809,-1.2165,approximate,Active,Medium,PV,2014,2014,8.6,MWac,10.75,24.1875,268750
Europe,Western Europe,France,Nouvelle-Aquitaine,Maisontiers privé solar farm,46.777,-0.2481,approximate,Active,Medium,PV,2022,2022,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Malicorne Confidentiel solar farm,46.3015,2.7815,approximate,Active,Medium,PV,2019,2019,3.4,MWac,4.25,9.5625,106250
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Mallemort Confidentiel solar farm,43.7315,5.1803,approximate,Active,Medium,PV,2017,2017,1.8,MWac,2.25,5.0625,56250
Europe,Western Europe,France,Occitanie,Manduel Confidentiel solar farm,43.8186,4.4732,approximate,Active,Medium,PV,2012,2012,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Manosque Confidentiel solar farm,43.8338,5.7827,approximate,Active,Medium,PV,2009,2009,3.6,MWac,4.5,10.125,112500
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Marcolès Confidentiel solar farm,44.7821,2.353,approximate,Active,Medium,PV,2015,2015,10.7,MWac,13.375,30.09375,334375
Europe,Western Europe,France,Île-de-France,Marcoussis Confidentiel solar farm,48.6427,2.2308,approximate,Active,Medium,PV,2021,2021,17,MWac,21.25,47.8125,531250
Europe,Western Europe,France,Occitanie,Marignac-Laspeyres Confidentiel solar farm,43.2152,0.9665,approximate,Active,Medium,PV,2021,2021,4.4,MWac,5.5,12.375,137500
Europe,Western Europe,France,Centre-Val de Loire,Marmagne Confidentiel solar farm I,47.1018,2.2847,approximate,Active,Medium,PV,2016,2016,2.4,MWac,3,6.75,75000
Europe,Western Europe,France,Centre-Val de Loire,Marmagne Confidentiel solar farm II,47.1018,2.2847,approximate,Active,Medium,PV,2020,2020,6.4,MWac,8,18,200000
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Marmanhac solar farm,45.0041,2.4831,approximate,Active,Medium,PV,2014,2014,12,MWac,15,33.75,375000
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Marseille 11e Arrondissement Confidentiel solar farm I,43.2895,5.4839,approximate,Active,Medium,PV,2011,2011,2.7,MWac,3.375,7.59375,84375
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Marseille 11e Arrondissement Confidentiel solar farm II,43.2895,5.4839,approximate,Active,Medium,PV,2021,2021,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Marseille 12e Arrondissement Confidentiel solar farm,43.3103,5.4361,approximate,Active,Medium,PV,2011,2011,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Marseille 13e Arrondissement Confidentiel solar farm,43.3478,5.434,approximate,Active,Medium,PV,2011,2011,1.1,MWac,1.375,3.09375,34375
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Marseille 2e Arrondissement Confidentiel solar farm,43.3069,5.3644,approximate,Active,Medium,PV,2017,2017,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,,Martignas-sur-Jalle Confidentiel solar project,44.8405,-0.7761,approximate,Active,Medium,PV,2023,2023,4,MWac,5,11.25,125000
Europe,Western Europe,France,Nouvelle-Aquitaine,Massonne Energies solar farm,46.818,0.5458,approximate,Active,Medium,PV,2018,2018,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,Hauts-de-France,Maubeuge Confidentiel solar farm,50.2796,3.9674,approximate,Active,Medium,PV,2012,2012,10.1,MWac,12.625,28.40625,315625
Europe,Western Europe,France,Occitanie,Maucardi solar farm,43.9017,1.8968,approximate,Active,Medium,PV,2011,2011,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Pays de la Loire,Mauges-sur-Loire Confidentiel solar farm I,47.3434,-0.9463,approximate,Active,Medium,PV,2011,2011,3.3,MWac,4.125,9.28125,103125
Europe,Western Europe,France,Pays de la Loire,Mauges-sur-Loire Confidentiel solar farm II,47.3434,-0.9463,approximate,Active,Medium,PV,2022,2022,3.6,MWac,4.5,10.125,112500
Europe,Western Europe,France,Occitanie,Mauguio Confidentiel solar farm,43.6155,4.0098,approximate,Active,Medium,PV,2015,2015,4.1,MWac,5.125,11.53125,128125
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Mazaugues Confidentiel solar farm I,43.3473,5.9218,approximate,Active,Medium,PV,2013,2013,4.1,MWac,5.125,11.53125,128125
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Mazaugues Confidentiel solar farm II,43.3473,5.9218,approximate,Active,Medium,PV,2019,2019,4.4,MWac,5.5,12.375,137500
Europe,Western Europe,France,Nouvelle-Aquitaine,Mazerolles Confidentiel solar farm,46.405,0.6839,approximate,Active,Medium,PV,2022,2022,4.2,MWac,5.25,11.8125,131250
Europe,Western Europe,France,,Mazet-Saint-Voy . solar project,45.0472,4.2447,approximate,Active,Medium,PV,0,2017,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,Île-de-France,Meaux Confidentiel solar farm,48.9583,2.8774,approximate,Active,Medium,PV,2019,2019,15.1,MWac,18.875,42.46875,471875
Europe,Western Europe,France,,Melle Confidentiel solar project,46.2318,-0.1395,approximate,Active,Medium,PV,0,2017,6,MWac,7.5,16.875,187500
Europe,Western Europe,France,Nouvelle-Aquitaine,Melle privé solar farm,46.2318,-0.1395,approximate,Active,Medium,PV,2022,2022,1.4,MWac,1.75,3.9375,43750
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Melve Confidentiel solar farm,44.352,5.9913,approximate,Active,Medium,PV,2021,2021,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,Centre-Val de Loire,Mer Confidentiel solar farm,47.7084,1.5063,approximate,Active,Medium,PV,2021,2021,12.2,MWac,15.25,34.3125,381250
Europe,Western Europe,France,,Metrotech solar project,45.4495,4.445,approximate,Active,Medium,PV,0,2017,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Occitanie,Millas Confidentiel solar farm,42.692,2.6975,approximate,Active,Medium,PV,2021,2021,1.1,MWac,1.375,3.09375,34375
Europe,Western Europe,France,Hauts-de-France,Millencourt-en-Ponthieu Confidentiel solar farm,50.1518,1.9013,approximate,Active,Medium,PV,2012,2012,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Nouvelle-Aquitaine,Mios Confidentiel solar farm,44.6045,-0.935,approximate,Active,Medium,PV,2011,2011,8.4,MWac,10.5,23.625,262500
Europe,Western Europe,France,,Miramont-Sensacq Confidentiel solar project,43.5948,-0.3271,approximate,Active,Medium,PV,0,2017,7,MWac,8.75,19.6875,218750
Europe,Western Europe,France,Occitanie,Mirande Confidentiel solar farm,43.5143,0.4041,approximate,Active,Medium,PV,2011,2011,4.8,MWac,6,13.5,150000
Europe,Western Europe,France,Occitanie,Miremont Confidentiel solar farm I,43.3693,1.4159,approximate,Active,Medium,PV,2019,2019,8,MWac,10,22.5,250000
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Miremont Confidentiel solar farm II,45.8994,2.714,approximate,Active,Medium,PV,2021,2021,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Mison Confidentiel solar farm I,44.2635,5.8401,approximate,Active,Medium,PV,2014,2014,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Mison Confidentiel solar farm II,44.2635,5.8401,approximate,Active,Medium,PV,2014,2014,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Mollégès Confidentiel solar farm,43.8059,4.9487,approximate,Active,Medium,PV,2019,2019,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,,Montane Solar,45.3696,1.8741,approximate,Active,Medium,PV,2018,2018,12,MWac,15,33.75,375000
Europe,Western Europe,France,,Montane Solar,45.3696,1.8741,approximate,Active,Medium,PV,2017,2017,12,MWp/dc,12,27,300000
Europe,Western Europe,France,Occitanie,Montans Confidentiel solar farm,43.8654,1.8849,approximate,Active,Medium,PV,2011,2011,1.3,MWac,1.625,3.65625,40625
Europe,Western Europe,France,Occitanie,Montauban Confidentiel solar farm I,44.0176,1.355,approximate,Active,Medium,PV,2012,2012,2.7,MWac,3.375,7.59375,84375
Europe,Western Europe,France,Occitanie,Montauban Confidentiel solar farm II,44.0176,1.355,approximate,Active,Medium,PV,2012,2012,1.4,MWac,1.75,3.9375,43750
Europe,Western Europe,France,Occitanie,Montauban Confidentiel solar farm III,44.0176,1.355,approximate,Active,Medium,PV,2022,2022,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Occitanie,Montaut Confidentiel solar farm I,43.1876,1.6436,approximate,Active,Medium,PV,2021,2021,1.4,MWac,1.75,3.9375,43750
Europe,Western Europe,France,Occitanie,Montaut Confidentiel solar farm II,43.1876,1.6436,approximate,Active,Medium,PV,2022,2022,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,Occitanie,Montaut Confidentiel solar farm III,43.1876,1.6436,approximate,Active,Medium,PV,2022,2022,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,Occitanie,Montaut Confidentiel solar farm IV,43.1876,1.6436,approximate,Active,Medium,PV,2022,2022,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,,Montbartier Omb solar project,43.9136,1.2733,approximate,Active,Medium,PV,0,2017,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Montboucher-sur-Jabron Confidentiel solar farm,44.5526,4.8086,approximate,Active,Medium,PV,2020,2020,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,Bourgogne-Franche-Comté,Montbéliard Confidentiel solar farm,47.5102,6.7978,approximate,Active,Medium,PV,2010,2010,1.3,MWac,1.625,3.65625,40625
Europe,Western Europe,France,Bourgogne-Franche-Comté,Montceau-les-Mines Confidentiel solar farm,46.6741,4.3632,approximate,Active,Medium,PV,2022,2022,10.9,MWac,13.625,30.65625,340625
Europe,Western Europe,France,,Montclar Confidentiel solar project,44.3967,6.338,approximate,Active,Medium,PV,2023,2023,3.4,MWac,4.25,9.5625,106250
Europe,Western Europe,France,Occitanie,Montech Confidentiel solar farm,43.9578,1.2306,approximate,Active,Medium,PV,2012,2012,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,Nouvelle-Aquitaine,Montendre Confidentiel solar farm,45.2854,-0.4095,approximate,Active,Medium,PV,2010,2010,5,MWac,6.25,14.0625,156250
Europe,Western Europe,France,,Montendre Confidentiel solar project I,45.2854,-0.4095,approximate,Active,Medium,PV,2023,2023,13,MWac,16.25,36.5625,406250
Europe,Western Europe,France,Centre-Val de Loire,Montereau Confidentiel solar farm,47.8565,2.5717,approximate,Active,Medium,PV,2021,2021,8.5,MWac,10.625,23.90625,265625
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Montfort Confidentiel solar farm,44.0638,5.9733,approximate,Active,Medium,PV,2015,2015,8.2,MWac,10.25,23.0625,256250
Europe,Western Europe,France,Centre-Val de Loire,Montgivray Confidentiel solar farm,46.6019,1.9802,approximate,Active,Medium,PV,2018,2018,3.4,MWac,4.25,9.5625,106250
Europe,Western Europe,France,,Montierchaume Urbasolar solar project,46.864,1.7716,approximate,Active,Medium,PV,0,2017,1.5,MWac,1.875,4.21875,46875
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Montjoyer Confidentiel solar farm,44.4774,4.8534,approximate,Active,Medium,PV,2020,2020,4.4,MWac,5.5,12.375,137500
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Montluçon Confidentiel solar farm,46.3397,2.6072,approximate,Active,Medium,PV,2021,2021,11,MWac,13.75,30.9375,343750
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Montmaur Confidentiel solar farm,44.5709,5.8724,approximate,Active,Medium,PV,2021,2021,9.8,MWac,12.25,27.5625,306250
Europe,Western Europe,France,,Montmorillon Confidentiel solar farm,46.425,0.8682,approximate,Active,Medium,PV,2021,2021,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,,Montoir-de-Bretagne Confidentiel solar project I,47.3286,-2.1543,approximate,Active,Medium,PV,2023,2023,4.4,MWac,5.5,12.375,137500
Europe,Western Europe,France,,Montoir-de-Bretagne Confidentiel solar project II,47.3286,-2.1543,approximate,Active,Medium,PV,2023,2023,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,Occitanie,Montpellier Confidentiel solar farm I,43.6112,3.8767,approximate,Active,Medium,PV,2015,2015,3,MWac,3.75,8.4375,93750
Europe,Western Europe,France,Occitanie,Montpellier Confidentiel solar farm II,43.6112,3.8767,approximate,Active,Medium,PV,2022,2022,1.5,MWac,1.875,4.21875,46875
Europe,Western Europe,France,,Montpezat Confidentiel solar project,44.3475,0.5247,approximate,Active,Medium,PV,2023,2023,4,MWac,5,11.25,125000
Europe,Western Europe,France,,Montreal Energies solar project,43.2005,2.1431,approximate,Active,Medium,PV,0,2017,4,MWac,5,11.25,125000
Europe,Western Europe,France,,Montreuil-Bellay Confidentiel solar project,47.1308,-0.1555,approximate,Active,Medium,PV,0,2017,5.8,MWac,7.25,16.3125,181250
Europe,Western Europe,France,Occitanie,Montégut Confidentiel solar farm,43.6519,0.6475,approximate,Active,Medium,PV,2020,2020,3.9,MWac,4.875,10.96875,121875
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Montélimar Confidentiel solar farm I,44.5579,4.7503,approximate,Active,Medium,PV,2011,2011,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Montélimar Confidentiel solar farm II,44.5579,4.7503,approximate,Active,Medium,PV,2017,2017,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Montéléger Confidentiel solar farm,44.8534,4.933,approximate,Active,Medium,PV,2011,2011,8.1,MWac,10.125,22.78125,253125
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Monétay-sur-Allier Confidentiel solar farm,46.3821,3.3006,approximate,Active,Medium,PV,2019,2019,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,Centre-Val de Loire,Morainville Confidentiel solar farm,48.3798,1.8266,approximate,Active,Medium,PV,2011,2011,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Nouvelle-Aquitaine,Morcenx 1 solar farm,44.0318,-0.9135,approximate,Active,Medium,PV,2021,2021,13.8,MWac,17.25,38.8125,431250
Europe,Western Europe,France,Nouvelle-Aquitaine,Morcenx-la-Nouvelle Confidentiel solar farm,44.0318,-0.9135,approximate,Active,Medium,PV,2014,2014,6.7,MWac,8.375,18.84375,209375
Europe,Western Europe,France,Grand Est,Morhange Confidentiel solar farm I,48.9251,6.6458,approximate,Active,Medium,PV,2012,2012,1.1,MWac,1.375,3.09375,34375
Europe,Western Europe,France,Grand Est,Morhange Confidentiel solar farm II,48.9251,6.6458,approximate,Active,Medium,PV,2021,2021,7.1,MWac,8.875,19.96875,221875
Europe,Western Europe,France,Occitanie,Mossellons solar farm,42.6016,2.9703,approximate,Active,Medium,PV,2011,2011,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,,Mott6V01 - Adp 01 De La Centrale Solaire PV De Mottay (Le) solar project,46.387,6.5437,approximate,Active,Medium,PV,0,2017,2,MWac,2.5,5.625,62500
Europe,Western Europe,France,Nouvelle-Aquitaine,Mougnoc solar farm,44.308,-0.7777,approximate,Active,Medium,PV,2021,2021,2.6,MWac,3.25,7.3125,81250
Europe,Western Europe,France,Nouvelle-Aquitaine,Mouterre-sur-Blourde Confidentiel solar farm,46.2018,0.7542,approximate,Active,Medium,PV,2019,2019,2.1,MWac,2.625,5.90625,65625
Europe,Western Europe,France,,Mouthiers-sur-Boëme Confidentiel solar project,45.5535,0.1239,approximate,Active,Medium,PV,0,2017,4.1,MWac,5.125,11.53125,128125
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Mso Les Fanets solar farm,43.5913,5.1259,approximate,Active,Medium,PV,2020,2020,4,MWac,5,11.25,125000
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Mso Pouverels solar farm,43.5281,6.1503,approximate,Active,Medium,PV,2013,2013,3,MWac,3.75,8.4375,93750
Europe,Western Europe,France,Nouvelle-Aquitaine,Mtsfr Parroc solar farm,45.8218,0.8203,approximate,Active,Medium,PV,2019,2019,4,MWac,5,11.25,125000
Europe,Western Europe,France,Occitanie,Multi-Albias solar farm,44.0908,1.4503,approximate,Active,Medium,PV,2021,2021,4,MWac,5,11.25,125000
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Méry Confidentiel solar farm,45.643,5.9375,approximate,Active,Medium,PV,2020,2020,4.2,MWac,5.25,11.8125,131250
Europe,Western Europe,France,Centre-Val de Loire,Mézières-lez-Cléry Confidentiel solar farm,47.8184,1.804,approximate,Active,Medium,PV,2020,2020,4,MWac,5,11.25,125000
Europe,Western Europe,France,Nouvelle-Aquitaine,Mézos Confidentiel solar farm I,44.0791,-1.1648,approximate,Active,Medium,PV,2011,2011,3.8,MWac,4.75,10.6875,118750
Europe,Western Europe,France,Nouvelle-Aquitaine,Mézos Confidentiel solar farm II,44.0791,-1.1648,approximate,Active,Medium,PV,2021,2021,13.8,MWac,17.25,38.8125,431250
Europe,Western Europe,France,Nouvelle-Aquitaine,Mézos Confidentiel solar farm III,44.0791,-1.1648,approximate,Active,Medium,PV,2021,2021,13.8,MWac,17.25,38.8125,431250
Europe,Western Europe,France,Occitanie,Narbonne Confidentiel solar farm I,43.1838,3.0042,approximate,Active,Medium,PV,2008,2008,3.5,MWac,4.375,9.84375,109375
Europe,Western Europe,France,Occitanie,Narbonne Confidentiel solar farm II,43.1838,3.0042,approximate,Active,Medium,PV,2008,2008,2.9,MWac,3.625,8.15625,90625
Europe,Western Europe,France,Occitanie,Narbonne Confidentiel solar farm III,43.1838,3.0042,approximate,Active,Medium,PV,2011,2011,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Occitanie,Narbonne Confidentiel solar farm IV,43.1838,3.0042,approximate,Active,Medium,PV,2011,2011,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Occitanie,Narbonne Confidentiel solar farm V,43.1838,3.0042,approximate,Active,Medium,PV,2018,2018,3.5,MWac,4.375,9.84375,109375
Europe,Western Europe,France,Nouvelle-Aquitaine,Naujac-sur-Mer Confidentiel solar farm,45.2557,-1.0233,approximate,Active,Medium,PV,2021,2021,3.6,MWac,4.5,10.125,112500
Europe,Western Europe,France,,Neuilly-sur-Suize Confidentiel solar project,48.0516,5.149,approximate,Active,Medium,PV,2023,2023,4.1,MWac,5.125,11.53125,128125
Europe,Western Europe,France,Nouvelle-Aquitaine,Neuvic Confidentiel solar farm,45.1006,0.4691,approximate,Active,Medium,PV,2019,2019,3.9,MWac,4.875,10.96875,121875
Europe,Western Europe,France,,Neuvic-Entier Confidentiel solar project,45.7223,1.6125,approximate,Active,Medium,PV,0,2017,2.4,MWac,3,6.75,75000
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Neuville-sur-Ain Confidentiel solar farm,46.0818,5.3716,approximate,Active,Medium,PV,2022,2022,3.7,MWac,4.625,10.40625,115625
Europe,Western Europe,France,Pays de la Loire,Newsolar solar farm,47.1793,-1.6234,approximate,Active,Medium,PV,2017,2017,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Nice Confidentiel solar farm I,43.7009,7.2684,approximate,Active,Medium,PV,2012,2012,1.3,MWac,1.625,3.65625,40625
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Nice Confidentiel solar farm II,43.7009,7.2684,approximate,Active,Medium,PV,2013,2013,1.3,MWac,1.625,3.65625,40625
Europe,Western Europe,France,Grand Est,Niederlauterbach Confidentiel solar farm,48.9733,8.1037,approximate,Active,Medium,PV,2012,2012,1,MWac,1.25,2.8125,31250
